funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
1,21,174,1.164788327,325639,12.05548343,475296.5136,tier1_vc,Crypto,ex_bigtech,Acquisition
2,16,34,27.87375628,235608,11.20535693,654431.341,tier2_vc,Ecommerce,first_time,Failure
0,0,153,33.89014855,271084,12.87645862,1276913.25,angel,AI,first_time,Failure
5,8,232,17.76138044,191496,16.27507191,440673.1164,angel,SaaS,first_time,Acquisition
3,8,9,51.29512649,144100,19.36399051,270211.6727,angel,SaaS,first_time,Failure
3,4,250,1.630982695,378673,23.78698511,1536400.551,tier2_vc,Ecommerce,first_time,Acquisition
0,7,126,185.2040551,73149,10.37451687,137193.4796,none,Fintech,serial_founder,Failure
1,14,192,30.10112748,176136,10.34585643,419829.5766,angel,Health,first_time,Failure
0,13,229,10.44688919,331332,14.54665308,1613789.296,tier1_vc,AI,serial_founder,Acquisition
0,8,30,3.621510039,256479,1.81947465,1202140.233,none,AI,ex_bigtech,Failure
3,21,262,93.29093302,303483,9.321372882,256864.4126,tier1_vc,Crypto,first_time,Acquisition
1,1,135,4.075349902,290502,8.368374706,1185826.66,angel,Crypto,ex_bigtech,Failure
2,9,18,14.36288213,135237,4.887195563,120014.9041,tier2_vc,AI,first_time,Failure
1,6,231,16.52258044,147453,19.09069011,153265.8205,none,SaaS,first_time,Failure
0,22,222,22.32011081,103754,9.729997092,267546.4487,angel,AI,first_time,Failure
4,8,17,29.64932479,186927,82.3110719,780687.7364,angel,Climate,serial_founder,Failure
2,18,126,13.72345675,44057,2.841816325,35284.60959,none,Climate,first_time,Failure
3,21,253,26.47648159,25691,42.15218311,43584.21079,tier1_vc,Ecommerce,first_time,Acquisition
0,2,134,108.4674068,182246,30.19307827,158988.8147,tier2_vc,Ecommerce,first_time,Failure
1,22,21,19.28407466,81003,30.09043851,300567.169,angel,AI,academic,Failure
3,14,23,10.63744905,368995,7.041553747,1405306.924,angel,Climate,first_time,Failure
2,16,214,53.87815849,572981,6.771181107,1469137.735,none,Ecommerce,serial_founder,Acquisition
5,13,206,19.29650258,110540,20.63874491,261120.5509,angel,Climate,first_time,Failure
0,6,52,104.9004824,686534,16.64545138,3295381.875,angel,Fintech,ex_bigtech,IPO
2,6,44,32.07556055,268478,11.65691821,259910.5451,none,Climate,first_time,Failure
0,7,256,23.57697211,490001,6.038394516,888009.634,tier2_vc,AI,ex_bigtech,Acquisition
5,23,184,3.876204064,204848,5.213825586,452065.9216,none,SaaS,first_time,Acquisition
0,24,207,10.58983807,545276,5.410053778,960771.0096,angel,Health,academic,Acquisition
6,2,81,100.4894392,387111,11.45933329,1042092.682,angel,Crypto,serial_founder,Acquisition
0,13,226,63.55625702,344500,14.74051537,1699136.94,tier1_vc,Ecommerce,ex_bigtech,Failure
2,12,5,32.80935438,396726,16.92579687,240292.9292,tier2_vc,AI,first_time,Failure
2,5,150,45.67106051,500104,10.54255688,2078951.553,angel,Fintech,first_time,Acquisition
3,10,56,39.79899362,276784,11.61014225,409529.219,tier2_vc,SaaS,first_time,Acquisition
3,16,93,24.61364227,483106,21.9504856,1869821.817,tier2_vc,Climate,first_time,Acquisition
1,3,274,41.4913771,113402,13.83218844,259670.7394,none,Health,first_time,Failure
5,16,206,17.72700361,280736,8.330289471,1330088.248,tier2_vc,Health,academic,Acquisition
3,14,22,89.62131072,265565,21.41058736,1326396.186,tier2_vc,Crypto,ex_bigtech,Acquisition
0,21,76,39.90623884,529949,16.56223935,1848312.219,none,Health,academic,Acquisition
1,22,297,6.726422019,301960,9.562921741,802666.0743,angel,Ecommerce,academic,Acquisition
4,14,235,113.7350087,486677,9.2435722,301200.5874,none,Health,ex_bigtech,Failure
3,20,122,50.50753285,47078,11.58039144,146648.6503,tier2_vc,Crypto,serial_founder,Failure
2,14,20,3.753841581,176965,14.32145557,372364.4148,angel,Climate,serial_founder,Failure
2,21,88,99.20000274,347127,9.489915986,555809.6665,tier2_vc,Climate,serial_founder,Failure
4,14,204,25.55486523,384108,3.34695297,1816845.751,angel,Climate,first_time,Failure
1,18,198,54.97713436,198874,8.97706915,415429.5816,none,AI,ex_bigtech,Failure
2,17,278,25.995169,71951,9.150269771,136856.4868,angel,Crypto,ex_bigtech,Failure
0,24,3,123.7876191,314968,23.21335275,292154.4292,tier2_vc,Ecommerce,serial_founder,Acquisition
2,2,11,15.53795762,72367,6.935968889,72770.06575,angel,Crypto,first_time,Failure
2,16,21,23.87931464,64898,21.10021763,98188.72757,none,Health,first_time,Failure
4,7,28,37.55491686,131820,8.44583808,107081.0586,tier2_vc,Crypto,serial_founder,Failure
0,16,155,4.398557716,109788,19.19406346,123776.9132,none,AI,first_time,Failure
3,23,13,16.22260852,45539,17.98910999,127637.2168,tier2_vc,Fintech,academic,Acquisition
3,9,64,56.62416084,165798,41.02596558,197975.2557,none,Health,first_time,Failure
1,17,190,120.3315732,687241,30.57835611,2702986.735,none,Health,academic,IPO
1,7,159,39.97112483,252465,12.64991963,264386.208,tier1_vc,Fintech,serial_founder,Failure
0,5,94,39.53261496,207836,12.55115116,169896.0876,tier2_vc,Crypto,ex_bigtech,Failure
2,4,247,26.4729725,30133,10.5708943,113120.2853,tier1_vc,Climate,serial_founder,Failure
2,24,192,11.79891964,258878,12.37113101,847175.2698,tier2_vc,Fintech,ex_bigtech,Acquisition
0,1,151,10.2694207,413189,27.67722585,1766467.463,tier2_vc,Ecommerce,ex_bigtech,Acquisition
2,16,39,28.15631773,396211,14.10521597,1628352.355,angel,AI,serial_founder,Acquisition
2,21,23,37.27094341,432561,3.606396623,770431.3008,tier2_vc,Health,academic,Failure
4,23,60,60.00958215,63501,6.302759628,292337.8241,angel,AI,serial_founder,Failure
1,15,83,72.27031216,221927,12.09040028,630100.9504,tier2_vc,Crypto,first_time,Failure
4,15,189,7.525752288,283785,28.75412694,1229882.196,angel,Health,ex_bigtech,Failure
0,2,281,2.115061278,467864,18.54644311,2150234.539,tier2_vc,Fintech,serial_founder,Acquisition
3,14,25,2.855495582,701881,2.35479838,2533013.234,tier1_vc,Ecommerce,first_time,Acquisition
2,18,109,2.932957535,415130,7.517255641,1301065.761,tier2_vc,Climate,ex_bigtech,Acquisition
2,7,149,16.70250038,275124,22.46519638,1199579.029,tier2_vc,Climate,academic,Acquisition
0,24,265,7.413691984,454027,12.7569322,1766762.845,tier1_vc,Crypto,first_time,Acquisition
2,23,249,13.27190301,457740,45.0676822,1484757.229,none,Health,serial_founder,Acquisition
1,14,173,225.3902428,469146,21.99655638,2341124.808,angel,Ecommerce,first_time,Acquisition
1,21,234,44.85076698,250713,14.93052251,1002984.404,tier2_vc,SaaS,first_time,Acquisition
2,20,204,17.72437222,11085,6.785045172,51138.29388,tier2_vc,Ecommerce,first_time,Failure
2,15,49,44.17084014,520874,15.89040126,2600916.141,tier2_vc,Fintech,ex_bigtech,Acquisition
3,15,200,22.26141145,276782,26.21910288,548349.0218,angel,Fintech,academic,Failure
1,10,17,13.19771459,276167,27.64212033,262640.8568,none,SaaS,serial_founder,Failure
3,1,213,13.8704703,467833,4.012855855,1655596.991,none,SaaS,academic,Failure
4,19,45,5.736593887,511702,7.995996137,2037000.691,none,Crypto,serial_founder,Acquisition
2,22,10,21.94229247,447350,13.08328433,2025208.397,none,Ecommerce,ex_bigtech,Acquisition
1,11,20,5.813321452,258887,5.014818554,870625.6661,none,AI,academic,Failure
2,19,113,25.26728018,266185,7.39879896,252268.8164,angel,Ecommerce,academic,Failure
3,17,271,1.05729475,108898,5.145326576,418550.6858,angel,Fintech,serial_founder,Acquisition
2,24,40,16.00670422,14243,21.48567325,44792.82949,tier2_vc,SaaS,serial_founder,Failure
2,19,217,10.48887352,157792,5.003555214,407578.2505,tier2_vc,Climate,serial_founder,Failure
4,23,67,46.14154965,105671,21.82022405,235475.6159,none,Health,first_time,Failure
2,17,190,3.235665181,175892,17.94149505,314004.8433,none,AI,serial_founder,Acquisition
3,1,171,25.04388165,128172,11.41804438,66351.89589,angel,Climate,first_time,Failure
2,24,174,15.22377827,327248,6.221596101,1154430.781,tier2_vc,SaaS,first_time,Acquisition
3,8,249,5.27911044,172493,25.82169184,357738.9512,tier1_vc,AI,ex_bigtech,Failure
2,9,155,211.9472398,175374,3.618444941,282092.7729,tier2_vc,Fintech,ex_bigtech,Failure
4,6,133,15.34130548,249627,30.23021644,1003249.03,none,Climate,serial_founder,Acquisition
1,18,57,23.46529737,463275,19.83469564,244801.9054,tier1_vc,AI,academic,Failure
1,9,148,21.86684452,134233,8.978191641,377124.2166,angel,Crypto,first_time,Acquisition
3,11,290,24.58489857,332831,18.70733474,1236548.533,tier2_vc,Ecommerce,serial_founder,Acquisition
0,19,47,115.729835,549807,3.14938937,2330685.526,angel,Fintech,first_time,Acquisition
0,23,58,22.37542325,141732,7.101194648,659438.6062,tier2_vc,Fintech,first_time,Failure
3,9,161,31.62264264,223823,14.85814416,189652.9933,tier2_vc,SaaS,ex_bigtech,Failure
1,8,82,29.35757024,124302,12.41270722,358785.4822,tier1_vc,Health,serial_founder,Failure
3,23,268,61.58403849,206158,13.91554318,901038.2218,tier2_vc,SaaS,first_time,Acquisition
0,1,149,18.37401516,438833,8.597699892,1147522.588,none,Ecommerce,academic,Failure
3,22,274,50.15427327,144733,11.19220031,204044.9036,tier2_vc,Ecommerce,academic,Failure
3,14,65,52.02721841,104520,7.589607902,368009.276,angel,Health,ex_bigtech,Failure
2,13,280,4.048905652,302831,28.35815544,912163.453,angel,Fintech,first_time,Acquisition
2,24,44,9.606337288,347063,21.66084583,212816.8804,none,AI,academic,Failure
2,8,147,17.56529131,85909,5.880477468,303328.5435,angel,SaaS,serial_founder,Failure
2,19,195,234.3378456,548168,21.54509509,865429.7455,none,SaaS,academic,Failure
1,20,198,11.56213225,404004,11.73515594,810493.619,tier2_vc,Ecommerce,first_time,Acquisition
1,2,49,13.54455306,55681,9.210803597,217649.847,tier2_vc,Fintech,first_time,Failure
1,13,293,51.25725453,224045,3.563184011,1087209.153,angel,AI,academic,Failure
0,18,243,2.419057761,354481,42.83747689,728524.5761,none,Health,academic,Failure
2,9,167,136.0621385,281294,5.171111217,298584.3511,tier2_vc,Crypto,serial_founder,Failure
1,3,126,14.6298879,623725,15.54078178,511661.5648,tier2_vc,Ecommerce,first_time,Acquisition
3,16,269,12.92875697,90294,14.12518963,418889.3687,none,SaaS,serial_founder,Failure
2,10,62,89.8772494,585533,3.278004087,2819045.09,angel,SaaS,first_time,Acquisition
2,1,28,11.4786191,137488,5.868872521,207047.7505,angel,Health,serial_founder,Failure
0,4,20,7.638544365,66124,13.4466811,124466.5254,tier2_vc,Fintech,academic,Failure
1,17,120,98.84037851,521072,13.04898175,627213.5695,tier2_vc,SaaS,ex_bigtech,Acquisition
2,7,102,29.1445551,449826,13.79038712,810401.2182,tier2_vc,Ecommerce,first_time,Acquisition
2,22,47,2.551167993,34663,13.54762103,67557.71041,tier2_vc,SaaS,ex_bigtech,Failure
1,10,187,11.14195504,363074,28.9758491,1051409.665,none,SaaS,ex_bigtech,Failure
1,7,251,5.107443843,381428,7.183136959,1220867.046,tier2_vc,Climate,first_time,Acquisition
2,15,11,23.53718911,654676,16.45133836,1543659.36,none,Health,first_time,Acquisition
3,23,121,16.61743244,268464,40.41775201,457177.5627,tier2_vc,Ecommerce,first_time,Failure
2,11,185,8.373642971,299203,2.163376952,403989.6068,angel,Health,first_time,Failure
1,8,164,8.459095484,334298,2.974869031,1434412.062,tier1_vc,Ecommerce,first_time,Acquisition
5,9,32,27.47166721,277685,7.927330339,1226676.971,tier2_vc,Health,first_time,Acquisition
2,19,86,3.950792148,529422,18.23531467,375193.7061,none,SaaS,serial_founder,Failure
1,11,51,15.22676035,501935,20.54486649,1255534.283,tier2_vc,AI,serial_founder,Acquisition
1,13,201,28.47450487,261778,23.30485213,1213286.19,angel,SaaS,first_time,Failure
3,7,60,47.46705013,485608,26.30609477,1876600.214,tier2_vc,AI,first_time,Acquisition
2,22,172,2.454283345,426265,52.81195301,1158947.917,none,Fintech,serial_founder,Acquisition
2,3,257,22.27282052,230907,11.06353995,836416.9734,none,Crypto,ex_bigtech,Acquisition
1,12,262,132.1107375,501584,3.345557646,1764059.235,none,Climate,ex_bigtech,Acquisition
1,11,238,11.67868651,491285,14.68926111,293775.8965,none,Health,serial_founder,Failure
3,1,295,21.95852599,232136,14.94955194,928068.1161,tier2_vc,Health,academic,Failure
3,15,276,17.09249182,335869,10.82222969,1617686.347,tier2_vc,AI,ex_bigtech,Acquisition
4,15,37,20.52878163,497643,26.58285478,956460.261,tier2_vc,Health,academic,Acquisition
2,5,217,49.04950088,297289,15.37442462,1442752.512,angel,Crypto,academic,Acquisition
1,2,284,8.901302376,130655,19.19901496,574462.6277,tier2_vc,Ecommerce,first_time,Failure
2,22,92,43.02743635,74181,20.38161914,263902.3426,none,Crypto,ex_bigtech,Failure
0,4,114,30.44205742,355878,16.7192049,371278.7966,angel,Health,first_time,Failure
1,12,87,45.41617469,400062,4.021974659,1794845.303,none,Ecommerce,first_time,Acquisition
4,11,242,5.512399931,429913,15.89909298,1640339.994,angel,Ecommerce,first_time,Acquisition
3,21,266,11.87391409,54564,8.354918853,106078.1544,tier2_vc,Climate,first_time,Acquisition
1,21,140,7.695695017,246624,11.39481048,1037571.363,angel,AI,first_time,Failure
2,14,48,32.78846917,268698,31.5119201,195708.8004,none,Climate,first_time,Failure
1,10,40,34.52465156,476287,27.81273997,525121.5647,none,AI,first_time,Failure
1,12,254,10.26698191,258505,10.64397861,648395.6795,tier1_vc,Crypto,first_time,Acquisition
3,23,75,15.97081684,232147,6.152682872,683135.9189,angel,AI,ex_bigtech,Acquisition
3,1,78,28.92400122,88175,6.504978238,93118.21313,tier2_vc,Crypto,serial_founder,Failure
4,20,157,5.83733695,139225,65.28344671,377611.3312,angel,Climate,academic,Failure
1,17,166,41.46902149,69239,4.700585247,147443.3711,tier2_vc,Climate,ex_bigtech,Failure
2,9,27,9.950516822,34151,8.537271532,129545.398,angel,Health,academic,Failure
0,21,244,41.20111581,261704,5.10149796,390780.7198,tier1_vc,AI,academic,Failure
0,12,251,69.24394442,280688,20.079261,1035965.909,tier2_vc,AI,academic,Acquisition
1,16,275,31.32715244,278570,19.42430933,1319912.533,none,AI,academic,Acquisition
2,0,158,7.248886926,451167,6.03898284,1407869.134,angel,Health,academic,Acquisition
2,6,279,105.0869489,132892,6.0432649,340168.9452,tier2_vc,SaaS,academic,Failure
2,19,146,216.2606684,353459,7.628385082,1580190.726,angel,Crypto,first_time,Acquisition
3,13,11,10.96862698,496298,17.31979969,669695.9341,angel,Fintech,first_time,Failure
2,16,101,29.17486778,560532,2.932517902,1974616.462,none,AI,ex_bigtech,Acquisition
4,18,286,86.03782838,298842,5.155749986,1280482.991,tier2_vc,Climate,first_time,Acquisition
3,7,159,12.87071725,263237,24.26272415,210250.2053,none,SaaS,first_time,Failure
1,2,282,8.740792916,562468,11.10335501,1039110.359,none,Health,ex_bigtech,Acquisition
2,1,186,13.040983,144348,16.9835903,672106.4447,tier2_vc,AI,first_time,Failure
0,0,156,34.70956164,166472,17.58840943,447151.2604,tier2_vc,Ecommerce,first_time,Failure
1,12,64,5.177831916,504504,4.88786594,1939187.238,tier1_vc,Crypto,academic,Acquisition
1,21,18,12.4281069,110580,10.36599071,515933.5774,angel,Health,first_time,Acquisition
0,20,151,3.662132014,489041,4.42681144,1606626.926,none,Climate,first_time,Failure
3,12,45,149.4456871,91978,22.27040268,146980.6392,angel,AI,ex_bigtech,Acquisition
7,5,84,16.16579173,227269,15.2225152,590461.755,none,AI,academic,Failure
1,4,110,9.607535095,235380,4.241986875,587693.9977,tier2_vc,Ecommerce,first_time,Failure
2,18,127,8.211251192,79989,41.59735428,54590.08489,angel,Crypto,ex_bigtech,Failure
2,15,260,8.320140351,271815,68.80778496,1167189.452,tier2_vc,SaaS,first_time,Acquisition
1,20,32,34.37864294,306858,172.3311947,1431042.245,angel,Health,academic,Acquisition
3,6,209,25.77841487,380979,20.88856659,1005343.41,tier2_vc,Health,ex_bigtech,Acquisition
3,11,93,10.8329279,233525,35.81607171,136194.5517,none,Crypto,first_time,Failure
1,16,254,21.47746732,246152,1.956994461,1057552.109,angel,Crypto,first_time,Acquisition
3,3,250,6.830928229,233545,21.71501665,1143417.061,angel,Fintech,ex_bigtech,Failure
3,11,278,65.63914097,359209,5.683601964,1263641.618,none,Health,first_time,Acquisition
1,0,30,23.26957359,215166,7.918774616,880747.6441,angel,Fintech,first_time,Failure
4,6,13,26.709458,449944,5.007337408,1628524.306,tier2_vc,Crypto,ex_bigtech,Acquisition
3,23,56,5.593403717,505658,11.00080843,281728.714,angel,AI,first_time,Acquisition
1,7,34,13.12953453,108345,14.66222583,528807.4401,tier1_vc,Crypto,serial_founder,Failure
2,10,225,7.468624459,681257,16.24286332,1143797.058,angel,Crypto,serial_founder,Acquisition
1,7,44,5.645036313,418751,27.1188057,1538380.802,tier2_vc,Crypto,ex_bigtech,Failure
3,1,129,21.05846262,167279,11.52780202,133794.0852,angel,Fintech,ex_bigtech,Failure
1,8,32,78.76705946,436169,44.06797871,1454233.36,none,Climate,first_time,Acquisition
1,22,46,4.465173353,292173,12.28036524,590832.2223,tier1_vc,Ecommerce,first_time,Acquisition
1,1,171,29.12215525,660533,8.815143029,2290654.496,tier2_vc,Fintech,serial_founder,Acquisition
0,17,169,3.107912873,196755,4.598924195,711193.8728,tier1_vc,Fintech,academic,Failure
1,16,21,7.927231734,278633,4.439601714,525755.9727,angel,SaaS,academic,Acquisition
1,4,63,7.75322177,108228,44.98465347,328925.4436,tier2_vc,Health,first_time,Acquisition
5,12,164,47.92155388,600855,0.715162488,2236636.556,tier2_vc,Fintech,first_time,Acquisition
2,19,3,25.97927571,241203,10.80706477,879635.9207,tier2_vc,Health,ex_bigtech,Failure
1,4,265,17.26799022,129427,15.27751085,365553.8108,none,Health,ex_bigtech,Failure
3,9,73,39.62929109,334239,5.107546436,1156635.457,angel,AI,academic,Acquisition
1,2,289,143.3011853,236878,23.75909755,436210.2751,tier1_vc,Crypto,academic,Acquisition
0,13,184,11.04850977,158981,8.655597606,290117.7916,tier1_vc,Fintech,serial_founder,Acquisition
3,4,81,10.97189886,98789,23.59133435,132310.6758,angel,Health,first_time,Failure
0,19,217,14.02882935,278471,28.43618351,491110.4895,tier1_vc,AI,first_time,Failure
3,8,108,37.14182856,303558,19.05809178,858802.5344,none,Fintech,serial_founder,Acquisition
1,3,174,5.603002819,250756,14.99812307,849526.9265,tier2_vc,Crypto,first_time,Failure
3,22,258,19.91800815,389066,19.72562472,1088639.794,angel,SaaS,ex_bigtech,IPO
0,3,238,36.63148924,303296,14.30704485,1486539.879,none,AI,first_time,Failure
4,9,213,48.91923147,111376,50.12383439,411166.9586,angel,Health,ex_bigtech,Acquisition
4,6,21,65.72367276,515435,14.93090218,569124.2526,none,Fintech,ex_bigtech,Acquisition
1,6,95,33.66882115,638765,33.8126699,2769455.617,none,Climate,serial_founder,Acquisition
3,19,155,49.78238863,180023,5.151572899,770274.1103,tier2_vc,Crypto,ex_bigtech,Failure
1,24,160,31.74908142,173019,11.49768802,864040.6621,none,Crypto,ex_bigtech,Acquisition
1,21,41,32.20686795,49591,13.59621388,228706.5372,none,Fintech,first_time,Failure
3,18,299,107.2312031,20002,16.07118435,85395.70388,angel,Climate,first_time,Acquisition
3,9,209,26.90288071,31784,8.285329791,68221.72731,tier2_vc,Health,ex_bigtech,Failure
0,4,175,37.24603671,193929,9.85152901,662026.3898,angel,Fintech,ex_bigtech,Acquisition
3,22,144,23.18610416,290030,6.951238469,942508.6978,angel,Fintech,first_time,Failure
2,21,108,87.86707735,209697,7.370229168,402169.251,tier2_vc,SaaS,ex_bigtech,Failure
0,18,251,9.87633081,301062,30.60270945,1228852.208,angel,Ecommerce,first_time,Acquisition
1,20,4,153.1296731,161995,12.69439919,552359.2247,tier2_vc,Crypto,serial_founder,Failure
2,3,255,12.46029217,373649,3.281987799,522981.3185,angel,Ecommerce,first_time,Acquisition
1,19,61,11.33900231,334536,9.908413009,417562.47,tier2_vc,Fintech,academic,Failure
5,15,58,115.0972842,228540,24.18640183,366804.0579,angel,Climate,first_time,Failure
2,21,111,24.41307598,202913,15.93276272,582707.9386,angel,AI,first_time,Failure
1,21,217,20.1954337,162277,37.28673305,126611.3007,none,Fintech,first_time,Failure
2,1,22,24.08721026,156935,20.28419151,112840.4283,angel,Health,first_time,Failure
2,19,178,8.308529612,70546,2.986877672,174131.0425,tier2_vc,Fintech,first_time,Acquisition
0,10,253,4.501583745,262176,33.66004151,529644.6766,none,Crypto,ex_bigtech,Failure
3,0,205,15.14534495,188056,25.78749683,929849.4672,tier2_vc,SaaS,ex_bigtech,Failure
2,18,134,10.49222446,376776,4.512672347,749107.3115,tier2_vc,Climate,ex_bigtech,Acquisition
0,22,294,18.62403999,228682,14.38437328,919485.3805,tier2_vc,AI,academic,Failure
3,8,45,22.38162194,447694,8.466412078,740314.2806,tier2_vc,Ecommerce,academic,Failure
4,9,44,5.40333734,519900,11.62576554,364045.1183,none,Climate,first_time,Failure
5,14,141,10.33798283,331148,13.30177614,685934.0059,tier2_vc,Climate,serial_founder,Acquisition
1,9,122,53.15850256,487250,4.897884914,2069534.253,tier2_vc,Health,first_time,Acquisition
3,14,278,6.479398592,68864,28.53770583,235602.4037,angel,Crypto,serial_founder,Acquisition
3,23,212,6.163325716,149232,11.6754434,502807.1829,tier1_vc,Health,ex_bigtech,Acquisition
0,18,174,15.17996255,488810,13.73977873,2020446.42,tier2_vc,Fintech,first_time,Acquisition
1,9,69,4.399903148,479167,17.78140033,875521.0616,none,Crypto,first_time,Failure
2,10,10,60.8190933,638459,18.829908,1785966.822,none,Crypto,ex_bigtech,Acquisition
2,5,200,109.9238315,365294,5.81205663,936436.5114,tier2_vc,SaaS,serial_founder,Failure
3,16,253,6.944190405,169404,5.898282641,452143.8357,none,Climate,first_time,Failure
2,0,243,35.16701282,305719,12.19223783,761304.6883,tier2_vc,Ecommerce,first_time,Failure
1,8,160,10.4227529,286025,4.459148778,688906.3738,tier2_vc,Ecommerce,serial_founder,Failure
1,0,94,136.8159219,126911,3.942964108,299703.2606,angel,AI,ex_bigtech,Failure
1,19,278,60.61139318,599325,22.95772366,2492253.924,none,AI,ex_bigtech,IPO
0,8,206,61.93137405,200411,13.91232412,332317.8933,none,Climate,ex_bigtech,Failure
0,11,200,49.65016077,428308,4.003742499,1975114.06,tier2_vc,Ecommerce,first_time,Acquisition
2,13,116,70.69394971,123849,4.098099029,192069.811,tier2_vc,Fintech,first_time,Failure
1,8,74,7.076486113,124094,23.67865936,371861.8267,none,Health,first_time,Failure
3,0,185,7.647481613,631184,4.285040752,881856.1917,tier2_vc,Health,first_time,Acquisition
3,6,151,7.441754732,321578,8.878317028,1254916.49,angel,AI,first_time,Acquisition
3,14,153,120.6918032,94681,18.79502177,173632.383,none,Health,academic,Failure
0,13,114,56.09918644,525473,9.230322701,2411049.012,tier2_vc,Ecommerce,academic,Failure
5,5,55,21.92106794,154395,5.696064051,760680.8551,tier2_vc,Crypto,academic,Failure
4,11,198,16.62720948,496940,6.269012502,885704.8481,none,AI,first_time,Acquisition
1,16,208,19.87276726,48058,18.91987778,56979.93266,none,Climate,academic,Failure
0,3,92,22.87152454,289733,6.617039735,835603.3794,tier2_vc,Health,serial_founder,Failure
3,16,167,41.1260041,268114,2.838746872,839854.3263,none,SaaS,first_time,Failure
2,2,120,25.92849958,310755,9.655566329,536734.5604,angel,SaaS,first_time,Failure
4,18,212,9.610035282,447698,11.00239549,1989783.283,none,Ecommerce,serial_founder,Acquisition
2,12,260,49.76952321,148459,12.28092372,212857.7155,tier2_vc,Climate,first_time,Failure
3,11,223,16.0107567,245276,4.721512001,751052.0697,angel,Fintech,academic,Acquisition
2,2,155,21.13297295,312468,19.47524183,220833.9732,angel,SaaS,first_time,Failure
1,4,259,32.41943059,101303,17.29573615,355941.3875,tier2_vc,SaaS,first_time,Failure
2,9,120,19.02160556,202219,4.195045381,446906.2978,tier2_vc,Climate,first_time,Acquisition
0,18,83,10.11169985,371281,46.88189936,1359292.2,none,Climate,serial_founder,Acquisition
2,11,279,246.9413054,571031,11.96469487,1000862.347,none,Ecommerce,first_time,Failure
1,6,139,16.13452806,320641,7.631953816,972319.7155,none,Climate,ex_bigtech,Failure
2,9,3,19.4618327,433009,36.71839309,800107.3199,angel,Ecommerce,ex_bigtech,Acquisition
2,8,20,5.783379728,159827,6.336993806,515531.1341,none,Fintech,academic,Failure
1,1,117,13.81001083,275944,27.25711146,1171332.186,tier2_vc,AI,first_time,Failure
2,9,118,31.85339481,244972,15.05766887,1056280.251,none,AI,first_time,Failure
1,2,275,13.908309,138439,58.27491088,356296.2383,tier2_vc,Health,academic,Failure
1,13,196,7.249934459,62553,5.684086199,191717.0085,tier2_vc,Ecommerce,first_time,Failure
4,21,178,12.60002991,224974,12.9878099,221871.5606,tier2_vc,Health,academic,Acquisition
3,5,271,30.08009443,134305,5.857909419,613922.417,none,Crypto,serial_founder,Acquisition
1,1,232,18.6540522,36512,4.28402019,156494.59,tier1_vc,Crypto,serial_founder,Failure
2,11,88,14.80876547,488447,18.46278503,1715615.736,tier2_vc,Health,ex_bigtech,Acquisition
2,3,212,31.5430897,370272,7.389929493,1590841.308,tier1_vc,AI,academic,Acquisition
2,23,196,12.18530907,453229,8.936977938,625385.8823,angel,AI,serial_founder,Acquisition
1,23,32,70.57894123,458981,10.79171417,856524.3573,tier2_vc,Ecommerce,serial_founder,Acquisition
2,3,193,64.40146838,271267,22.39386863,1019749.28,angel,AI,serial_founder,Acquisition
2,18,55,13.94478982,63738,5.377468595,144341.7889,tier2_vc,Fintech,first_time,Failure
3,14,290,19.73903489,233729,11.45564214,347241.3294,none,Health,first_time,Failure
1,8,138,33.18112786,523346,15.84192757,1295010.133,tier1_vc,Health,academic,Acquisition
1,14,286,14.8424631,372617,23.55608741,440865.0794,none,Climate,first_time,Failure
2,20,53,19.78925936,124535,36.07780398,348957.5354,tier2_vc,Crypto,serial_founder,Acquisition
0,4,260,22.68013078,53792,13.44872569,116229.0869,none,Health,ex_bigtech,Failure
1,0,19,23.15686894,293879,2.99336228,628297.5888,none,Crypto,first_time,Failure
3,16,53,15.31459991,454580,12.07991439,1837454.064,none,Crypto,ex_bigtech,Acquisition
2,13,6,4.590457482,356355,5.150916545,1093039.533,tier2_vc,SaaS,serial_founder,Acquisition
1,6,247,37.44988336,545602,6.594557403,2376894.394,tier2_vc,Ecommerce,serial_founder,Acquisition
1,23,223,11.72451198,55091,4.228401191,162722.8398,none,SaaS,first_time,Acquisition
1,15,105,40.62701006,227117,8.217353078,517417.7389,tier1_vc,Climate,ex_bigtech,Failure
3,14,152,2.594168226,213698,26.75174503,441323.8799,angel,Health,serial_founder,Acquisition
1,12,298,49.57210094,280037,2.735295304,586714.0541,angel,Ecommerce,academic,Acquisition
2,16,77,7.081261902,197572,12.16256557,936826.3878,angel,Fintech,first_time,Acquisition
1,18,139,32.05080955,80496,58.01666748,70383.3887,tier1_vc,Fintech,first_time,Failure
5,10,151,60.72984134,396415,5.059616746,973070.7096,tier2_vc,Fintech,academic,Failure
2,4,237,10.09149962,624386,21.24164306,1931544.238,none,Crypto,academic,Failure
3,3,242,3.948193597,190054,42.58824054,701277.2726,angel,Health,ex_bigtech,Failure
1,15,112,7.688436102,325849,16.27252389,318787.0889,angel,AI,first_time,Failure
2,17,121,6.510381589,228867,6.496686615,827840.7525,angel,AI,first_time,Failure
1,9,232,91.18940086,84776,4.523552515,386808.3677,none,Crypto,ex_bigtech,Failure
2,7,116,21.86917888,146597,11.96400634,263042.578,tier1_vc,Climate,academic,Failure
